timestamp,estimated_x,estimated_y,steps,step_distance_m,position_distance_m,fused_distance_m,total_step_distance_m,total_position_distance_m,total_fused_distance_m,distance_anchor1,rssi_anchor1,distance_anchor2,rssi_anchor2,distance_anchor3,rssi_anchor3,distance_anchor4,rssi_anchor4
2025-04-14T21:03:58.971363,,,276,0,0,0,0,0,0,,,,,3.55,-70,,
2025-04-14T21:03:59.986220,,,276,0.0,0,0,0.0,0,0,,,,,3.55,-70,,
2025-04-14T21:04:01.000059,,,276,0.0,0,0,0.0,0,0,,,,,3.55,-70,,
2025-04-14T21:04:02.015346,,,276,0.0,0,0,0.0,0,0,,,,,3.55,-70,,
2025-04-14T21:04:03.030758,,,276,0.0,0,0,0.0,0,0,,,,,3.55,-70,,
2025-04-14T21:04:04.044927,,,276,0.0,0,0,0.0,0,0,,,,,3.55,-70,,
2025-04-14T21:04:05.060480,,,276,0.0,0,0,0.0,0,0,,,,,3.55,-70,,
2025-04-14T21:04:05.072109,,,276,0.0,0,0,0.0,0,0,,,,,2.82,-68,,
2025-04-14T21:04:06.085581,,,276,0.0,0,0,0.0,0,0,,,,,2.82,-68,,
2025-04-14T21:04:07.107135,,,276,0.0,0,0,0.0,0,0,,,,,2.82,-68,,
2025-04-14T21:04:08.121551,,,276,0.0,0,0,0.0,0,0,,,,,2.82,-68,,
2025-04-14T21:04:09.133794,,,276,0.0,0,0,0.0,0,0,,,,,2.82,-68,,
2025-04-14T21:04:10.146201,,,276,0.0,0,0,0.0,0,0,,,,,2.82,-68,,
2025-04-14T21:04:10.965829,,,276,0.0,0,0,0.0,0,0,,,,,5.01,-73,,
2025-04-14T21:04:11.982408,,,276,0.0,0,0,0.0,0,0,,,,,5.01,-73,,
2025-04-14T21:04:12.996771,,,276,0.0,0,0,0.0,0,0,,,,,5.01,-73,,
2025-04-14T21:04:14.009552,,,276,0.0,0,0,0.0,0,0,,,,,5.01,-73,,
2025-04-14T21:04:15.027233,,,276,0.0,0,0,0.0,0,0,,,,,5.01,-73,,
2025-04-14T21:04:16.035516,,,276,0.0,0,0,0.0,0,0,,,,,5.01,-73,,
2025-04-14T21:04:16.963338,,,276,0.0,0,0,0.0,0,0,,,,,2.82,-68,,
2025-04-14T21:04:17.980600,,,276,0.0,0,0,0.0,0,0,,,,,2.82,-68,,
2025-04-14T21:04:18.992153,,,276,0.0,0,0,0.0,0,0,,,,,2.82,-68,,
2025-04-14T21:04:20.003324,,,276,0.0,0,0,0.0,0,0,,,,,2.82,-68,,
2025-04-14T21:04:21.016920,,,276,0.0,0,0,0.0,0,0,,,,,2.82,-68,,
2025-04-14T21:04:22.025834,,,276,0.0,0,0,0.0,0,0,,,,,2.82,-68,,
2025-04-14T21:04:22.926908,,,276,0.0,0,0,0.0,0,0,,,,,5.62,-74,,
2025-04-14T21:04:23.965222,,,276,0.0,0,0,0.0,0,0,,,,,5.62,-74,,
2025-04-14T21:04:24.977014,,,276,0.0,0,0,0.0,0,0,,,,,5.62,-74,,
2025-04-14T21:04:25.989958,,,276,0.0,0,0,0.0,0,0,,,,,5.62,-74,,
2025-04-14T21:04:26.998842,,,276,0.0,0,0,0.0,0,0,,,,,5.62,-74,,
2025-04-14T21:04:28.010659,,,276,0.0,0,0,0.0,0,0,,,,,5.62,-74,,
2025-04-14T21:04:29.021760,,,276,0.0,0,0,0.0,0,0,,,,,5.62,-74,,
2025-04-14T21:04:29.968285,,,276,0.0,0,0,0.0,0,0,,,,,1.58,-63,,
2025-04-14T21:04:30.983571,,,276,0.0,0,0,0.0,0,0,,,,,1.58,-63,,
2025-04-14T21:04:31.992544,,,276,0.0,0,0,0.0,0,0,,,,,1.58,-63,,
