timestamp,estimated_x,estimated_y,steps,step_distance_m,position_distance_m,fused_distance_m,total_step_distance_m,total_position_distance_m,total_fused_distance_m,distance_anchor1,rssi_anchor1,distance_anchor2,rssi_anchor2,distance_anchor3,rssi_anchor3,distance_anchor4,rssi_anchor4
2025-05-12T15:10:17.552734,,,0,0,0,0,0,0,0,8.03,-87,,,,,,
2025-05-12T15:10:18.554792,8.61,1.37,0,0.0,0,0,0.0,0,0,8.34,-89,2.85,-77,8.45,-91,11.3,-88
2025-05-12T15:10:19.555292,9.07,0.91,0,0.0,0.651,0.52,0.0,0.651,0.52,8.59,-87,2.3,-64,8.74,-87,11.86,-86
2025-05-12T15:10:20.557511,9.35,0.65,0,0.0,0.382,0.306,0.0,1.033,0.826,8.94,-91,1.94,-70,8.9,-89,12.21,-95
2025-05-12T15:10:21.559542,9.42,0.65,0,0.0,0.07,0.056,0.0,1.103,0.882,9.3,-85,1.89,-73,8.61,-89,12.27,-94
2025-05-12T15:10:22.560688,9.4,0.69,0,0.0,0.045,0.036,0.0,1.147,0.918,9.21,-93,1.92,-69,8.33,-89,12.33,-97
2025-05-12T15:10:23.562389,9.32,0.75,0,0.0,0.1,0.08,0.0,1.247,0.998,8.92,-91,2.0,-71,8.3,-88,12.24,-91
2025-05-12T15:10:24.564531,9.24,0.78,0,0.0,0.085,0.068,0.0,1.333,1.066,8.6,-85,2.07,-70,8.43,-91,12.1,-91
2025-05-12T15:10:25.566461,9.23,0.72,0,0.0,0.061,0.049,0.0,1.394,1.115,8.33,-86,2.03,-70,8.77,-90,12.12,-90
2025-05-12T15:10:26.569242,9.2,0.7,0,0.0,0.036,0.029,0.0,1.43,1.144,8.18,-85,2.05,-70,9.07,-88,12.15,-90
2025-05-12T15:10:27.571483,9.05,0.87,0,0.0,0.227,0.181,0.0,1.656,1.325,8.18,-85,2.26,-70,8.73,-88,11.95,-91
2025-05-12T15:10:28.573918,8.68,1.16,0,0.0,0.47,0.376,0.0,2.127,1.701,7.95,-88,2.69,-73,8.73,-88,11.85,-97
2025-05-12T15:10:29.576443,8.98,0.9,0,0.0,0.397,0.318,0.0,2.523,2.019,8.12,-84,2.36,-75,8.95,-89,12.25,-94
2025-05-12T15:10:30.578938,9.28,0.63,0,0.0,0.404,0.323,0.0,2.927,2.342,8.32,-86,1.98,-69,9.21,-83,12.65,-99
2025-05-12T15:10:31.580118,9.53,0.42,0,0.0,0.326,0.261,0.0,3.254,2.603,8.71,-90,1.62,-71,9.48,-87,12.65,-99
2025-05-12T15:10:32.582155,9.66,0.29,0,0.0,0.184,0.147,0.0,3.437,2.75,8.71,-90,1.36,-65,9.68,-92,12.74,-93
2025-05-12T15:10:33.583424,9.51,0.41,0,0.0,0.192,0.154,0.0,3.63,2.904,8.45,-89,1.62,-64,9.68,-89,12.57,-95
2025-05-12T15:10:34.585464,9.45,0.48,0,0.0,0.092,0.074,0.0,3.722,2.977,8.45,-90,1.71,-66,9.47,-89,12.26,-88
2025-05-12T15:10:35.585513,9.28,0.64,0,0.0,0.233,0.187,0.0,3.955,3.164,8.39,-88,1.95,-70,9.15,-92,11.86,-91
2025-05-12T15:10:36.589601,8.98,0.91,0,0.0,0.404,0.323,0.0,4.359,3.487,8.16,-85,2.34,-69,8.92,-86,11.86,-89
2025-05-12T15:10:37.590275,8.86,0.92,0,0.0,0.12,0.096,0.0,4.479,3.583,7.85,-86,2.45,-71,9.22,-90,12.17,-96
2025-05-12T15:10:38.591737,9.02,0.77,0,0.0,0.219,0.175,0.0,4.699,3.759,7.91,-88,2.24,-68,9.52,-93,11.97,-92
2025-05-12T15:10:39.593587,8.6,0.99,0,0.0,0.474,0.379,0.0,5.173,4.138,7.46,-82,2.64,-76,9.72,-92,11.78,-91
2025-05-12T15:10:40.596594,8.09,1.21,0,0.0,0.555,0.444,0.0,5.728,4.582,7.01,-83,3.05,-75,9.94,-91,11.62,-93
2025-05-12T15:10:41.597876,7.58,1.36,0,0.0,0.532,0.425,0.0,6.26,5.008,6.61,-84,3.43,-74,10.15,-92,11.71,-93
2025-05-12T15:10:42.600780,7.53,1.33,0,0.0,0.058,0.047,0.0,6.318,5.054,6.54,-81,3.48,-78,10.32,-90,12.1,-93
2025-05-12T15:10:43.604271,8.1,1.11,0,0.0,0.611,0.489,0.0,6.929,5.543,6.95,-84,3.05,-76,10.36,-92,12.2,-93
2025-05-12T15:10:44.604754,8.17,1.07,0,0.0,0.081,0.064,0.0,7.01,5.608,7.01,-79,2.99,-74,10.42,-89,12.23,-88
2025-05-12T15:10:45.607505,8.5,0.95,0,0.0,0.351,0.281,0.0,7.361,5.889,7.28,-87,2.72,-71,10.2,-89,12.31,-91
2025-05-12T15:10:46.609005,8.65,0.9,0,0.0,0.158,0.126,0.0,7.519,6.015,7.43,-85,2.58,-74,10.15,-91,12.07,-91
2025-05-12T15:10:47.612189,8.59,0.97,0,0.0,0.092,0.074,0.0,7.611,6.089,7.42,-87,2.64,-77,9.88,-91,11.92,-89
2025-05-12T15:10:48.613752,8.62,1.0,0,0.0,0.042,0.034,0.0,7.653,6.123,7.52,-83,2.63,-73,9.63,-89,11.71,-89
2025-05-12T15:10:49.616209,8.61,1.08,0,0.0,0.081,0.064,0.0,7.734,6.187,7.63,-83,2.66,-71,9.28,-90,11.54,-91
