timestamp,estimated_x,estimated_y,steps,step_distance_m,position_distance_m,fused_distance_m,total_step_distance_m,total_position_distance_m,total_fused_distance_m,distance_anchor1,rssi_anchor1,distance_anchor2,rssi_anchor2,distance_anchor3,rssi_anchor3,distance_anchor4,rssi_anchor4
2025-05-05T16:09:47.221005,,,2,0,0,0,0,0,0,0.01,-14,,,,,,
2025-05-05T16:09:48.280298,,,2,0.0,0,0,0.0,0,0,0.01,-14,,,,,,
2025-05-05T16:09:49.321221,,,2,0.0,0,0,0.0,0,0,0.01,-14,,,,,,
2025-05-05T16:09:49.992443,0.0,0.0,2,0.0,0,0,0.0,0,0,0.01,-14,1.26,-61,,,,
2025-05-05T16:09:51.066845,0.0,0.0,2,0.0,0,0,0.0,0,0,0.01,-14,1.26,-61,,,,
2025-05-05T16:09:52.181049,0.0,0.0,2,0.0,0,0,0.0,0,0,0.01,-14,1.26,-61,,,,
2025-05-05T16:09:53.257622,0.0,0.0,2,0.0,0,0,0.0,0,0,0.01,-14,1.26,-61,,,,
2025-05-05T16:09:54.191504,0.0,0.0,2,0.0,0,0,0.0,0,0,0.1,-39,1.26,-61,,,,
2025-05-05T16:09:55.324415,0.0,0.0,2,0.0,0,0,0.0,0,0,0.1,-39,1.26,-61,,,,
2025-05-05T16:09:56.288841,0.0,0.0,2,0.0,0,0,0.0,0,0,0.1,-39,1.26,-61,,,,
2025-05-05T16:09:56.972400,0.0,0.0,2,0.0,0,0,0.0,0,0,0.1,-39,0.2,-45,,,,
2025-05-05T16:09:58.180737,0.0,0.3267640754440051,2,0.0,0.327,0.049,0.0,0.327,0.049,0.1,-39,0.2,-45,,,,
2025-05-05T16:09:59.191553,0.0,0.3267640754440051,2,0.0,0,0,0.0,0.327,0.049,0.1,-39,0.2,-45,,,,
2025-05-05T16:10:00.278621,0.0,0.3267640754440051,2,0.0,0,0,0.0,0.327,0.049,0.1,-39,0.2,-45,,,,
2025-05-05T16:10:01.272638,0.0,0.5642553945796528,2,0.0,0.237,0.036,0.0,0.564,0.085,0.08,-37,0.2,-45,,,,
2025-05-05T16:10:02.350824,0.0,0.5642553945796528,2,0.0,0,0,0.0,0.564,0.085,0.08,-37,0.2,-45,,,,
2025-05-05T16:10:03.392505,0.0,0.5642553945796528,2,0.0,0,0,0.0,0.564,0.085,0.08,-37,0.2,-45,,,,
2025-05-05T16:10:04.434597,0.0,0.5642553945796528,2,0.0,0,0,0.0,0.564,0.085,0.08,-37,0.2,-45,,,,
2025-05-05T16:10:04.899912,0.0,0.5642553945796528,2,0.0,0,0,0.0,0.564,0.085,0.08,-37,0.2,-45,,,,
2025-05-05T16:10:05.958151,0.0,0.5642553945796528,2,0.0,0,0,0.0,0.564,0.085,0.08,-37,0.2,-45,,,,
2025-05-05T16:10:07.044066,0.0,0.5642553945796528,2,0.0,0,0,0.0,0.564,0.085,0.08,-37,0.2,-45,,,,
2025-05-05T16:10:07.423471,0.0,0.5642553945796528,2,0.0,0,0,0.0,0.564,0.085,0.07,-36,0.2,-45,,,,
2025-05-05T16:10:08.491098,0.0,0.5642553945796528,2,0.0,0,0,0.0,0.564,0.085,0.07,-36,0.2,-45,,,,
2025-05-05T16:10:09.555675,0.0,0.5642553945796528,2,0.0,0,0,0.0,0.564,0.085,0.07,-36,0.2,-45,,,,
