timestamp,estimated_x,estimated_y,steps,step_distance_m,position_distance_m,fused_distance_m,total_step_distance_m,total_position_distance_m,total_fused_distance_m,distance_anchor1,rssi_anchor1,distance_anchor2,rssi_anchor2,distance_anchor3,rssi_anchor3,distance_anchor4,rssi_anchor4
2025-05-04T16:01:45.406363,,,0,0,0,0,0,0,0,,,,,,,5.17,-83
2025-05-04T16:01:46.545050,4.64,7.53,0,0.0,0,0,0.0,0,0,9.31,-94,9.53,-90,5.65,-85,5.17,-83
2025-05-04T16:01:47.586047,4.32,7.23,0,0.0,0.439,0.351,0.0,0.439,0.351,8.55,-90,9.34,-87,6.0,-80,5.13,-78
2025-05-04T16:01:48.549060,4.09,6.99,0,0.0,0.332,0.266,0.0,0.771,0.617,8.08,-84,9.19,-90,6.32,-80,5.13,-85
2025-05-04T16:01:48.734994,4.02,6.92,0,0.0,0.099,0.079,0.0,0.87,0.696,8.08,-84,9.19,-90,6.51,-84,5.17,-82
2025-05-04T16:01:48.829749,4.06,6.87,0,0.0,0.064,0.051,0.0,0.934,0.747,8.08,-84,8.96,-88,6.51,-84,5.17,-82
2025-05-04T16:01:49.550315,3.91,6.99,0,0.0,0.192,0.154,0.0,1.126,0.901,8.08,-84,8.96,-88,6.51,-84,4.95,-77
2025-05-04T16:01:49.737024,3.81,6.95,0,0.0,0.108,0.086,0.0,1.234,0.987,8.12,-85,8.96,-88,6.74,-84,4.95,-77
2025-05-04T16:01:49.833098,3.73,7.04,0,0.0,0.12,0.096,0.0,1.354,1.083,8.12,-85,9.42,-86,6.74,-84,4.95,-77
2025-05-04T16:01:50.552101,3.73,7.04,0,0.0,0.0,0,0.0,1.354,1.083,8.13,-84,9.42,-86,6.74,-84,4.95,-77
2025-05-04T16:01:50.738008,3.73,7.04,0,0.0,0,0,0.0,1.354,1.083,8.13,-84,9.42,-86,6.98,-81,4.55,-84
2025-05-04T16:01:50.833404,3.73,7.04,0,0.0,0,0,0.0,1.354,1.083,8.13,-84,9.8,-91,6.98,-81,4.55,-84
2025-05-04T16:01:51.553849,3.28,7.3,0,0.0,0.52,0.416,0.0,1.874,1.499,8.17,-83,9.8,-91,6.98,-81,4.55,-84
2025-05-04T16:01:51.739381,3.28,7.3,0,0.0,0,0,0.0,1.874,1.499,8.17,-83,9.8,-91,7.2,-89,4.15,-80
2025-05-04T16:01:51.834522,3.28,7.3,0,0.0,0,0,0.0,1.874,1.499,8.17,-83,10.14,-91,7.2,-89,4.15,-80
2025-05-04T16:01:52.555579,2.84,7.57,0,0.0,0.516,0.413,0.0,2.39,1.912,8.13,-87,10.14,-91,7.2,-89,4.15,-80
2025-05-04T16:01:52.740710,2.84,7.57,0,0.0,0,0,0.0,2.39,1.912,8.13,-87,10.14,-91,7.51,-90,3.82,-75
2025-05-04T16:01:52.836246,2.84,7.57,0,0.0,0,0,0.0,2.39,1.912,8.13,-87,10.37,-94,7.51,-90,3.82,-75
2025-05-04T16:01:53.556901,2.35,7.87,0,0.0,0.575,0.46,0.0,2.965,2.372,8.13,-87,10.37,-94,7.51,-90,3.71,-76
2025-05-04T16:01:53.742591,2.21,7.75,0,0.0,0.184,0.148,0.0,3.149,2.519,7.81,-85,10.37,-94,7.9,-88,3.71,-76
2025-05-04T16:01:53.838156,2.2,7.76,0,0.0,0.014,0.011,0.0,3.163,2.531,7.81,-85,10.46,-87,7.9,-88,3.71,-76
2025-05-04T16:01:54.558988,2.18,7.67,0,0.0,0.092,0.074,0.0,3.256,2.604,7.48,-84,10.46,-87,7.9,-88,3.71,-76
2025-05-04T16:01:54.744698,2.03,7.66,0,0.0,0.15,0.12,0.0,3.406,2.725,7.48,-84,10.46,-87,8.34,-90,3.67,-83
2025-05-04T16:01:54.840123,2.03,7.67,0,0.0,0.01,0.008,0.0,3.416,2.733,7.48,-84,10.52,-91,8.34,-90,3.67,-83
2025-05-04T16:01:55.561433,2.01,7.62,0,0.0,0.054,0.043,0.0,3.47,2.776,7.31,-89,10.52,-91,8.34,-90,3.67,-83
2025-05-04T16:01:55.745606,2.04,7.56,0,0.0,0.067,0.054,0.0,3.537,2.829,7.31,-89,10.52,-91,8.38,-91,3.73,-71
2025-05-04T16:01:55.842936,2.06,7.55,0,0.0,0.022,0.018,0.0,3.559,2.847,7.31,-89,10.42,-92,8.38,-91,3.73,-71
2025-05-04T16:01:56.563659,2.03,7.45,0,0.0,0.104,0.084,0.0,3.664,2.931,7.02,-85,10.42,-92,8.38,-91,3.73,-71
2025-05-04T16:01:56.746611,2.05,7.32,0,0.0,0.132,0.105,0.0,3.795,3.036,7.02,-85,10.42,-92,8.66,-88,3.86,-77
2025-05-04T16:01:56.844759,2.04,7.33,0,0.0,0.014,0.011,0.0,3.809,3.047,7.02,-85,10.5,-91,8.66,-88,3.86,-77
2025-05-04T16:01:57.565177,1.89,7.52,0,0.0,0.242,0.194,0.0,4.051,3.241,7.02,-85,10.5,-91,8.66,-88,3.63,-75
2025-05-04T16:01:57.748607,1.83,7.48,0,0.0,0.072,0.058,0.0,4.123,3.299,6.95,-85,10.5,-91,8.93,-84,3.63,-75
2025-05-04T16:01:57.847566,1.8,7.51,0,0.0,0.042,0.034,0.0,4.166,3.333,6.95,-85,10.75,-89,8.93,-84,3.63,-75
2025-05-04T16:01:58.567537,1.81,7.49,0,0.0,0.022,0.018,0.0,4.188,3.351,6.95,-85,10.75,-89,8.93,-84,3.65,-72
2025-05-04T16:01:58.750713,1.87,7.57,0,0.0,0.1,0.08,0.0,4.288,3.431,7.13,-86,10.75,-89,8.73,-82,3.65,-72
2025-05-04T16:01:58.849968,1.88,7.56,0,0.0,0.014,0.011,0.0,4.302,3.442,7.13,-86,10.63,-86,8.73,-82,3.65,-72
2025-05-04T16:01:59.569510,1.86,7.45,0,0.0,0.112,0.089,0.0,4.414,3.531,6.84,-84,10.63,-86,8.73,-82,3.65,-72
2025-05-04T16:01:59.752320,1.8,7.39,0,0.0,0.085,0.068,0.0,4.499,3.599,6.84,-84,10.63,-86,9.13,-87,3.69,-79
2025-05-04T16:01:59.851546,1.78,7.4,0,0.0,0.022,0.018,0.0,4.521,3.617,6.84,-84,10.79,-92,9.13,-87,3.69,-79
2025-05-04T16:02:00.571926,1.71,7.51,0,0.0,0.13,0.104,0.0,4.652,3.721,6.84,-84,10.79,-92,9.13,-87,3.57,-73
2025-05-04T16:02:00.753685,1.7,7.51,0,0.0,0.01,0.008,0.0,4.662,3.729,6.85,-84,10.79,-92,9.19,-93,3.57,-73
2025-05-04T16:02:00.853058,1.69,7.52,0,0.0,0.014,0.011,0.0,4.676,3.741,6.85,-84,10.85,-89,9.19,-93,3.57,-73
2025-05-04T16:02:01.573780,1.83,7.31,0,0.0,0.252,0.202,0.0,4.928,3.943,6.85,-84,10.85,-89,9.19,-93,3.8,-77
2025-05-04T16:02:01.755255,1.93,7.37,0,0.0,0.117,0.093,0.0,5.045,4.036,6.91,-88,10.85,-89,8.74,-84,3.8,-77
2025-05-04T16:02:01.854685,1.98,7.32,0,0.0,0.071,0.057,0.0,5.116,4.092,6.91,-88,10.43,-87,8.74,-84,3.8,-77
2025-05-04T16:02:02.576216,1.99,7.35,0,0.0,0.032,0.025,0.0,5.147,4.118,6.99,-86,10.43,-87,8.74,-84,3.8,-77
2025-05-04T16:02:02.757616,2.22,7.18,0,0.0,0.286,0.229,0.0,5.433,4.347,6.99,-86,10.43,-87,8.43,-88,4.04,-73
2025-05-04T16:02:02.856323,2.25,7.14,0,0.0,0.05,0.04,0.0,5.483,4.387,6.99,-86,10.14,-94,8.43,-88,4.04,-73
2025-05-04T16:02:03.579008,2.24,7.16,0,0.0,0.022,0.018,0.0,5.506,4.404,6.99,-86,10.14,-94,8.43,-88,4.01,-77
2025-05-04T16:02:03.760221,2.4,7.35,0,0.0,0.248,0.199,0.0,5.754,4.603,7.39,-84,10.14,-94,7.99,-82,4.01,-77
2025-05-04T16:02:03.858307,2.4,7.35,0,0.0,0.0,0,0.0,5.754,4.603,7.39,-84,10.15,-94,7.99,-82,4.01,-77
2025-05-04T16:02:04.580996,2.5,7.24,0,0.0,0.149,0.119,0.0,5.903,4.722,7.39,-84,10.15,-94,7.99,-82,4.16,-77
2025-05-04T16:02:04.762107,2.48,7.21,0,0.0,0.036,0.029,0.0,5.939,4.751,7.31,-84,10.15,-94,8.01,-89,4.16,-77
2025-05-04T16:02:04.859899,2.52,7.18,0,0.0,0.05,0.04,0.0,5.989,4.791,7.31,-84,9.92,-88,8.01,-89,4.16,-77
2025-05-04T16:02:05.582835,2.47,7.04,0,0.0,0.149,0.119,0.0,6.137,4.91,6.96,-89,9.92,-88,8.01,-89,4.16,-77
2025-05-04T16:02:05.763953,2.66,6.76,0,0.0,0.338,0.271,0.0,6.476,5.181,6.96,-89,9.92,-88,8.13,-85,4.51,-73
