timestamp,estimated_x,estimated_y,steps,step_distance_m,position_distance_m,fused_distance_m,total_step_distance_m,total_position_distance_m,total_fused_distance_m,distance_anchor1,rssi_anchor1,distance_anchor2,rssi_anchor2,distance_anchor3,rssi_anchor3,distance_anchor4,rssi_anchor4
2025-04-14T20:59:32.967102,,,204,0,0,0,0,0,0,,,,,8.91,-78,,
2025-04-14T20:59:33.974760,,,204,0.0,0,0,0.0,0,0,,,,,8.91,-78,,
2025-04-14T20:59:34.986737,,,204,0.0,0,0,0.0,0,0,,,,,8.91,-78,,
2025-04-14T20:59:36.007006,,,204,0.0,0,0,0.0,0,0,,,,,8.91,-78,,
2025-04-14T20:59:37.026559,,,204,0.0,0,0,0.0,0,0,,,,,8.91,-78,,
2025-04-14T20:59:38.086667,,,204,0.0,0,0,0.0,0,0,,,,,8.91,-78,,
2025-04-14T20:59:38.315614,0.0,0.0,204,0.0,0,0,0.0,0,0,0.13,-41,,,8.91,-78,,
2025-04-14T20:59:39.332654,0.0,0.0,204,0.0,0.0,0,0.0,0.0,0,0.13,-41,,,8.91,-78,,
2025-04-14T20:59:40.346289,0.0,0.0,204,0.0,0.0,0,0.0,0.0,0,0.13,-41,,,8.91,-78,,
2025-04-14T20:59:41.358683,0.0,0.0,204,0.0,0.0,0,0.0,0.0,0,0.13,-41,,,8.91,-78,,
2025-04-14T20:59:41.932839,0.01,0.01,204,0.0,0.014,0.007,0.0,0.014,0.007,0.13,-41,,,5.62,-74,,
2025-04-14T20:59:42.950965,0.01,0.01,204,0.0,0.0,0,0.0,0.014,0.007,0.13,-41,,,5.62,-74,,
2025-04-14T20:59:43.960175,0.01,0.01,204,0.0,0.0,0,0.0,0.014,0.007,0.13,-41,,,5.62,-74,,
2025-04-14T20:59:44.977569,0.01,0.01,204,0.0,0.0,0,0.0,0.014,0.007,0.13,-41,,,5.62,-74,,
2025-04-14T20:59:45.989622,0.01,0.01,204,0.0,0.0,0,0.0,0.014,0.007,0.13,-41,,,5.62,-74,,
2025-04-14T20:59:46.286452,0.38,0.38,204,0.0,0.523,0.262,0.0,0.537,0.269,1.12,-60,,,5.62,-74,,
2025-04-14T20:59:47.299525,0.38,0.38,204,0.0,0.0,0,0.0,0.537,0.269,1.12,-60,,,5.62,-74,,
2025-04-14T20:59:48.310947,0.38,0.38,204,0.0,0.0,0,0.0,0.537,0.269,1.12,-60,,,5.62,-74,,
