timestamp,estimated_x,estimated_y,steps,step_distance_m,position_distance_m,fused_distance_m,total_step_distance_m,total_position_distance_m,total_fused_distance_m,distance_anchor1,rssi_anchor1,distance_anchor2,rssi_anchor2,distance_anchor3,rssi_anchor3,distance_anchor4,rssi_anchor4
2025-05-05T16:40:35.945369,,,7,0,0,0,0,0,0,,,0.45,-52,,,,
2025-05-05T16:40:37.005554,,,7,0.0,0,0,0.0,0,0,,,0.45,-52,,,,
2025-05-05T16:40:38.056356,,,7,0.0,0,0,0.0,0,0,,,0.45,-52,,,,
2025-05-05T16:40:39.101441,,,7,0.0,0,0,0.0,0,0,,,0.45,-52,,,,
2025-05-05T16:40:40.146601,,,7,0.0,0,0,0.0,0,0,,,0.45,-52,,,,
2025-05-05T16:40:41.253545,,,7,0.0,0,0,0.0,0,0,,,0.45,-52,,,,
2025-05-05T16:40:42.296377,,,7,0.0,0,0,0.0,0,0,,,0.45,-52,,,,
2025-05-05T16:40:42.765877,,,7,0.0,0,0,0.0,0,0,,,0.79,-57,,,,
2025-05-05T16:40:43.826839,,,7,0.0,0,0,0.0,0,0,,,0.79,-57,,,,
2025-05-05T16:40:44.869339,,,7,0.0,0,0,0.0,0,0,,,0.79,-57,,,,
2025-05-05T16:40:45.929720,,,7,0.0,0,0,0.0,0,0,,,0.79,-57,,,,
2025-05-05T16:40:46.997010,,,7,0.0,0,0,0.0,0,0,,,0.79,-57,,,,
2025-05-05T16:40:48.174910,,,7,0.0,0,0,0.0,0,0,,,0.79,-57,,,,
2025-05-05T16:40:48.983548,,,7,0.0,0,0,0.0,0,0,,,0.18,-44,,,,
2025-05-05T16:40:50.102111,,,7,0.0,0,0,0.0,0,0,,,0.18,-44,,,,
2025-05-05T16:40:51.346211,,,7,0.0,0,0,0.0,0,0,,,0.18,-44,,,,
2025-05-05T16:40:52.530053,,,7,0.0,0,0,0.0,0,0,,,0.18,-44,,,,
2025-05-05T16:40:53.709515,,,7,0.0,0,0,0.0,0,0,,,0.18,-44,,,,
2025-05-05T16:40:54.729319,,,7,0.0,0,0,0.0,0,0,,,0.18,-44,,,,
2025-05-05T16:40:54.895655,,,7,0.0,0,0,0.0,0,0,,,0.18,-44,,,,
2025-05-05T16:40:56.007521,,,7,0.0,0,0,0.0,0,0,,,0.18,-44,,,,
2025-05-05T16:40:57.052806,,,7,0.0,0,0,0.0,0,0,,,0.18,-44,,,,
2025-05-05T16:40:58.090711,,,7,0.0,0,0,0.0,0,0,,,0.18,-44,,,,
2025-05-05T16:40:59.151229,,,7,0.0,0,0,0.0,0,0,,,0.18,-44,,,,
2025-05-05T16:41:00.216682,,,7,0.0,0,0,0.0,0,0,,,0.18,-44,,,,
2025-05-05T16:41:00.830372,,,11,3.08,0,2.849,3.08,0,2.849,,,0.45,-52,,,,
2025-05-05T16:41:02.051327,,,11,0.0,0,0,3.08,0,0,,,0.45,-52,,,,
2025-05-05T16:41:03.207862,,,11,0.0,0,0,3.08,0,0,,,0.45,-52,,,,
2025-05-05T16:41:04.247275,,,11,0.0,0,0,3.08,0,0,,,0.45,-52,,,,
2025-05-05T16:41:05.247645,,,11,0.0,0,0,3.08,0,0,,,0.45,-52,,,,
2025-05-05T16:41:06.444266,,,11,0.0,0,0,3.08,0,0,,,0.45,-52,,,,
2025-05-05T16:41:06.826862,,,17,4.62,0,4.274,7.7,0,4.274,,,0.45,-52,,,,
2025-05-05T16:41:07.945657,,,17,0.0,0,0,7.7,0,0,,,0.45,-52,,,,
2025-05-05T16:41:09.007997,,,17,0.0,0,0,7.7,0,0,,,0.45,-52,,,,
2025-05-05T16:41:10.054249,,,17,0.0,0,0,7.7,0,0,,,0.45,-52,,,,
2025-05-05T16:41:11.088245,,,17,0.0,0,0,7.7,0,0,,,0.45,-52,,,,
2025-05-05T16:41:12.162492,,,17,0.0,0,0,7.7,0,0,,,0.45,-52,,,,
2025-05-05T16:41:13.279914,,,17,0.0,0,0,7.7,0,0,,,0.45,-52,,,,
2025-05-05T16:41:14.356422,,,17,0.0,0,0,7.7,0,0,,,0.45,-52,,,,
2025-05-05T16:41:15.404133,,,17,0.0,0,0,7.7,0,0,,,0.45,-52,,,,
2025-05-05T16:41:15.882035,,,27,7.7,0,7.123,15.4,0,7.123,,,0.63,-55,,,,
2025-05-05T16:41:16.977771,,,27,0.0,0,0,15.4,0,0,,,0.63,-55,,,,
