timestamp,estimated_x,estimated_y,steps,step_distance_m,position_distance_m,fused_distance_m,total_step_distance_m,total_position_distance_m,total_fused_distance_m,distance_anchor1,rssi_anchor1,distance_anchor2,rssi_anchor2,distance_anchor3,rssi_anchor3,distance_anchor4,rssi_anchor4
2025-04-14T20:58:41.348009,,,201,0,0,0,0,0,0,0.18,-44,,,,,,
2025-04-14T20:58:42.371468,,,201,0.0,0,0,0.0,0,0,0.18,-44,,,,,,
2025-04-14T20:58:43.392362,,,201,0.0,0,0,0.0,0,0,0.18,-44,,,,,,
2025-04-14T20:58:44.411859,,,201,0.0,0,0,0.0,0,0,0.18,-44,,,,,,
2025-04-14T20:58:45.426750,,,201,0.0,0,0,0.0,0,0,0.18,-44,,,,,,
2025-04-14T20:58:45.968124,0.01,0.01,201,0.0,0,0,0.0,0,0,0.18,-44,,,7.08,-76,,
2025-04-14T20:58:46.980371,0.01,0.01,201,0.0,0.0,0,0.0,0.0,0,0.18,-44,,,7.08,-76,,
2025-04-14T20:58:47.990899,0.01,0.01,201,0.0,0.0,0,0.0,0.0,0,0.18,-44,,,7.08,-76,,
2025-04-14T20:58:49.019141,0.01,0.01,201,0.0,0.0,0,0.0,0.0,0,0.18,-44,,,7.08,-76,,
2025-04-14T20:58:50.030329,0.01,0.01,201,0.0,0.0,0,0.0,0.0,0,0.18,-44,,,7.08,-76,,
2025-04-14T20:58:51.043967,0.01,0.01,201,0.0,0.0,0,0.0,0.0,0,0.18,-44,,,7.08,-76,,
2025-04-14T20:58:51.267538,0.08,0.08,201,0.0,0.099,0.049,0.0,0.099,0.049,0.63,-55,,,7.08,-76,,
2025-04-14T20:58:52.272313,0.08,0.08,201,0.0,0.0,0,0.0,0.099,0.049,0.63,-55,,,7.08,-76,,
2025-04-14T20:58:53.289504,0.08,0.08,201,0.0,0.0,0,0.0,0.099,0.049,0.63,-55,,,7.08,-76,,
2025-04-14T20:58:54.299320,0.08,0.08,201,0.0,0.0,0,0.0,0.099,0.049,0.63,-55,,,7.08,-76,,
2025-04-14T20:58:54.957100,0.04,0.04,201,0.0,0.057,0.028,0.0,0.156,0.078,0.63,-55,,,10.0,-79,,
2025-04-14T20:58:55.970624,0.04,0.04,201,0.0,0.0,0,0.0,0.156,0.078,0.63,-55,,,10.0,-79,,
2025-04-14T20:58:56.979011,0.04,0.04,201,0.0,0.0,0,0.0,0.156,0.078,0.63,-55,,,10.0,-79,,
2025-04-14T20:58:57.992841,0.04,0.04,201,0.0,0.0,0,0.0,0.156,0.078,0.63,-55,,,10.0,-79,,
2025-04-14T20:58:59.003164,0.04,0.04,201,0.0,0.0,0,0.0,0.156,0.078,0.63,-55,,,10.0,-79,,
2025-04-14T20:58:59.294551,0.06,0.06,201,0.0,0.028,0.014,0.0,0.184,0.092,0.79,-57,,,10.0,-79,,
2025-04-14T20:59:00.304211,0.06,0.06,201,0.0,0.0,0,0.0,0.184,0.092,0.79,-57,,,10.0,-79,,
2025-04-14T20:59:01.305467,0.06,0.06,201,0.0,0.0,0,0.0,0.184,0.092,0.79,-57,,,10.0,-79,,
2025-04-14T20:59:02.319606,0.06,0.06,201,0.0,0.0,0,0.0,0.184,0.092,0.79,-57,,,10.0,-79,,
2025-04-14T20:59:03.335763,0.06,0.06,201,0.0,0.0,0,0.0,0.184,0.092,0.79,-57,,,10.0,-79,,
2025-04-14T20:59:04.352137,0.06,0.06,201,0.0,0.0,0,0.0,0.184,0.092,0.79,-57,,,10.0,-79,,
2025-04-14T20:59:04.967487,0.01,0.01,201,0.0,0.071,0.035,0.0,0.255,0.127,0.79,-57,,,28.18,-88,,
2025-04-14T20:59:06.962367,0.01,0.01,201,0.0,0.0,0,0.0,0.255,0.127,0.79,-57,,,28.18,-88,,
2025-04-14T20:59:07.978370,0.01,0.01,201,0.0,0.0,0,0.0,0.255,0.127,0.79,-57,,,28.18,-88,,
